id_cliente,cancelamento,genero,idoso,possui_conjuge,possui_dependentes,meses_como_cliente,servico_telefonico,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_online,metodo_pagamento,custo_mensal,custo_total,contas_diarias
7762-ONLJY,0,0,0,1,1,6,1,0,No,No internet service,0,0,0,0,0,One year,0,Mailed check,19.7,94.0,0.6566666666666666
7762-URZQH,1,1,0,1,0,66,1,1,Fiber optic,Yes,0,1,0,1,1,Two year,1,Credit card (automatic),106.05,6981.0,3.5349999999999997
7764-BDPEE,0,1,0,0,1,3,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,20.85,60.0,0.6950000000000001
7765-LWVVH,0,0,0,1,1,72,1,1,Fiber optic,Yes,1,0,0,1,0,Two year,1,Electronic check,95.1,6843.0,3.17
7766-CLTIC,0,0,0,0,0,10,1,0,DSL,No,0,0,1,0,1,Month-to-month,1,Mailed check,60.95,629.0,2.0316666666666667
7766-CVTAF,0,1,0,1,1,43,1,1,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,24.25,1077.0,0.8083333333333333
7767-UXAGJ,1,1,0,0,0,1,1,1,DSL,No,0,0,0,0,0,Month-to-month,1,Electronic check,50.45,50.0,1.6816666666666669
7771-CFQRQ,0,0,0,1,1,47,1,0,DSL,No,1,0,1,0,1,Two year,0,Bank transfer (automatic),63.8,3007.0,2.1266666666666665
7771-ZONAT,0,1,0,0,0,22,0,0,DSL,No,0,1,1,1,1,Two year,0,Bank transfer (automatic),56.75,1304.0,1.8916666666666666
7774-OJSXI,1,1,0,0,0,31,1,1,Fiber optic,No,1,1,0,1,1,One year,1,Electronic check,103.45,3066.0,3.4483333333333333
7776-QGYJC,0,0,0,1,1,39,1,0,Fiber optic,No,0,1,1,0,0,Month-to-month,1,Bank transfer (automatic),81.5,3107.0,2.716666666666667
7776-QWNFX,1,1,1,1,0,30,1,0,DSL,No,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),50.4,1527.0,1.68
7777-UNYHB,0,0,0,1,1,12,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.1,232.0,0.67
7779-LGOVN,1,1,1,1,0,10,1,1,Fiber optic,No,0,0,0,0,1,Month-to-month,1,Electronic check,86.65,856.0,2.8883333333333336
7779-ORAEL,0,1,1,1,0,45,1,1,DSL,Yes,0,1,1,0,1,Two year,0,Credit card (automatic),75.15,3480.0,2.5050000000000003
7780-OTDSO,1,1,0,1,0,18,1,1,Fiber optic,Yes,0,0,0,1,1,Month-to-month,1,Electronic check,99.4,1742.0,3.3133333333333335
7781-EWARA,0,1,0,1,1,70,0,0,DSL,No,1,1,1,1,1,One year,0,Electronic check,60.35,4138.0,2.0116666666666667
7781-HVGMK,0,0,0,1,1,72,0,0,DSL,Yes,1,1,1,1,1,Two year,1,Credit card (automatic),65.2,4784.0,2.1733333333333333
7783-YKGDV,1,0,0,0,0,12,1,1,Fiber optic,Yes,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),99.7,1238.0,3.3233333333333333
7785-RDVIG,0,0,0,1,1,3,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,19.3,54.0,0.6433333333333333
7786-WBJYI,1,0,0,0,0,4,1,1,Fiber optic,No,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),77.95,305.0,2.5983333333333336
7787-BNTZM,0,1,0,0,0,6,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.15,130.0,0.6716666666666666
7789-CRUVC,0,0,1,1,0,61,1,1,Fiber optic,Yes,1,1,1,0,0,Month-to-month,1,Credit card (automatic),94.2,5895.0,3.14
7789-HKSBS,0,0,1,1,0,42,1,1,Fiber optic,Yes,0,1,0,1,1,One year,1,Bank transfer (automatic),105.2,4599.0,3.506666666666667
7794-JASDG,0,1,0,0,0,1,1,0,DSL,Yes,0,0,0,0,0,Month-to-month,1,Mailed check,50.75,50.0,1.6916666666666667
7795-CFOCW,0,1,0,0,0,45,0,0,DSL,Yes,0,1,1,0,0,One year,0,Bank transfer (automatic),42.3,1840.0,1.41
7797-EJMDP,0,0,0,0,0,8,1,0,DSL,Yes,0,0,1,0,1,Month-to-month,0,Bank transfer (automatic),66.05,574.0,2.2016666666666667
7798-JVXYM,0,0,0,0,0,14,1,0,DSL,No,0,0,1,1,1,Month-to-month,1,Electronic check,69.65,921.0,2.3216666666666668
7799-DSEWS,0,1,0,0,0,18,1,0,DSL,Yes,0,1,1,1,0,Month-to-month,1,Electronic check,68.35,1299.0,2.2783333333333333
7799-LGRDP,0,0,0,0,0,43,1,1,No,No internet service,0,0,0,0,0,Two year,1,Credit card (automatic),25.7,1188.0,0.8566666666666667
7801-CEDNV,0,1,0,1,0,27,1,0,DSL,Yes,0,0,0,0,0,One year,0,Credit card (automatic),48.7,1421.0,1.6233333333333335
7801-KICAO,0,0,0,0,0,18,1,1,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,74.15,1345.0,2.4716666666666667
7802-EFKNY,1,1,0,1,0,5,0,0,DSL,No,0,0,0,0,0,Month-to-month,1,Electronic check,24.95,100.0,0.8316666666666667
7803-XOCCZ,0,0,0,1,1,52,1,0,Fiber optic,Yes,0,1,1,0,0,Month-to-month,1,Bank transfer (automatic),84.05,4326.0,2.8016666666666667
7808-DVWEP,0,1,0,1,0,3,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.0,49.0,0.6666666666666666
7808-NBWYW,0,0,1,1,0,3,1,0,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Electronic check,80.4,224.0,2.68
7811-JIVPF,0,0,0,0,0,23,1,0,DSL,No,0,1,0,0,0,Month-to-month,0,Credit card (automatic),49.7,1081.0,1.6566666666666667
7812-FZHPE,1,0,0,1,1,17,1,1,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,24.1,409.0,0.8033333333333333
7813-TKCVO,0,0,0,1,0,20,1,0,No,No internet service,0,0,0,0,0,One year,0,Mailed check,20.35,393.0,0.6783333333333333
7813-ZGGAW,0,1,1,0,0,31,1,1,Fiber optic,No,0,1,1,1,0,Month-to-month,1,Bank transfer (automatic),96.6,2877.0,3.2199999999999998
7814-LEEVE,0,0,0,1,0,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.3,20.0,0.6766666666666666
7815-PDTHL,0,1,0,0,0,35,1,0,No,No internet service,0,0,0,0,0,Two year,1,Mailed check,20.2,684.0,0.6733333333333333
7816-VGHTO,0,0,0,1,1,6,0,0,DSL,No,1,1,1,0,0,Two year,0,Mailed check,40.55,217.0,1.3516666666666666
7817-BOQPW,1,0,0,0,0,2,1,1,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,75.55,166.0,2.518333333333333
7817-OMJNA,0,1,0,0,0,14,1,0,No,No internet service,0,0,0,0,0,One year,0,Bank transfer (automatic),20.4,275.0,0.6799999999999999
7820-ZYGNY,0,1,0,0,0,63,1,1,Fiber optic,No,1,0,0,0,1,One year,0,Credit card (automatic),90.45,5825.0,3.015
7821-DPRQE,0,1,0,1,0,68,1,1,Fiber optic,Yes,1,0,1,1,1,Month-to-month,1,Electronic check,107.7,7320.0,3.5900000000000003
7823-JSOAG,0,1,0,0,0,3,1,1,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Electronic check,74.5,217.0,2.4833333333333334
7824-PANSQ,0,1,0,0,0,58,1,1,Fiber optic,No,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),80.65,4807.0,2.6883333333333335
7825-ECJRF,1,0,0,0,0,19,1,0,Fiber optic,Yes,0,1,1,1,1,Month-to-month,1,Electronic check,106.6,1934.0,3.5533333333333332
7825-GKXMW,1,0,0,0,0,1,1,0,DSL,No,0,0,0,0,0,Month-to-month,0,Electronic check,45.8,45.0,1.5266666666666666
7826-VVKWT,0,0,1,1,1,24,1,0,Fiber optic,No,0,1,0,1,1,Two year,1,Electronic check,96.55,2263.0,3.2183333333333333
7831-QGOXH,1,0,0,0,0,18,1,1,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Electronic check,85.2,1553.0,2.8400000000000003
7833-PKIHD,0,1,0,1,1,51,1,0,DSL,Yes,0,0,1,1,1,One year,1,Bank transfer (automatic),76.4,3966.0,2.546666666666667
7838-LAZFO,0,1,0,1,0,45,1,0,DSL,Yes,1,1,0,1,1,One year,0,Bank transfer (automatic),78.8,3597.0,2.6266666666666665
7839-NUIAA,0,0,0,1,1,61,1,1,DSL,Yes,1,0,0,0,0,Month-to-month,0,Electronic check,59.8,3641.0,1.9933333333333332
7839-QRKXN,1,0,0,0,0,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Mailed check,20.2,20.0,0.6733333333333333
7841-FCRQD,0,0,0,1,0,33,1,0,DSL,No,1,0,1,0,0,One year,1,Credit card (automatic),53.75,1857.0,1.7916666666666667
7841-TZDMQ,1,1,0,0,0,2,1,0,DSL,No,0,0,0,0,0,Month-to-month,1,Credit card (automatic),46.0,84.0,1.5333333333333334
7845-URHJN,1,0,0,1,0,8,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.15,156.0,0.6716666666666666
7846-AXWOM,0,0,0,1,1,69,0,0,DSL,Yes,0,1,0,0,1,Two year,1,Credit card (automatic),43.95,2960.0,1.465
7850-THJMU,0,0,0,1,1,26,1,0,No,No internet service,0,0,0,0,0,Two year,0,Credit card (automatic),19.65,494.0,0.6549999999999999
7850-VWJUU,0,0,0,0,0,23,1,0,Fiber optic,Yes,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.0,1778.0,2.5
7851-FLGGQ,1,1,0,0,0,1,0,0,DSL,No,1,0,1,0,1,Month-to-month,1,Mailed check,44.65,44.0,1.4883333333333333
7851-WZEKY,1,0,0,0,0,2,1,1,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,95.15,196.0,3.171666666666667
7852-LECYP,0,1,1,1,0,13,1,1,Fiber optic,Yes,1,0,0,0,1,Month-to-month,0,Credit card (automatic),93.8,1261.0,3.1266666666666665
7853-GVUDZ,1,0,0,1,1,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.15,20.0,0.6716666666666666
7853-OETYL,0,0,0,1,0,4,0,0,DSL,Yes,0,0,0,0,0,Month-to-month,1,Electronic check,29.05,129.0,0.9683333333333334
7853-WNZSY,0,1,0,0,0,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Credit card (automatic),19.75,19.0,0.6583333333333333
7854-EDSSA,1,1,0,0,0,22,1,1,DSL,Yes,1,0,0,0,0,Month-to-month,0,Electronic check,59.0,1254.0,1.9666666666666666
7854-EKTJL,1,0,0,0,1,2,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Electronic check,19.6,35.0,0.6533333333333334
7854-FOKSF,1,1,0,0,0,1,0,0,DSL,No,0,0,0,0,1,Month-to-month,0,Electronic check,35.9,35.0,1.1966666666666665
7855-DIWPO,0,0,0,0,0,21,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,68.65,1493.0,2.2883333333333336
7856-GANIL,0,1,1,1,0,45,1,1,Fiber optic,No,1,1,1,1,0,One year,1,Bank transfer (automatic),98.7,4525.0,3.29
7858-GTZSP,0,0,0,0,0,12,1,1,Fiber optic,No,0,0,0,0,1,Month-to-month,1,Electronic check,86.55,1066.0,2.885
7860-KSUGX,0,1,0,1,1,72,1,1,DSL,Yes,1,1,0,0,0,Two year,0,Credit card (automatic),64.45,4720.0,2.1483333333333334
7860-UXCRM,0,1,0,1,1,63,1,0,DSL,Yes,1,1,1,1,0,Two year,0,Credit card (automatic),74.5,4674.0,2.4833333333333334
7861-UVUFT,1,0,0,1,0,15,1,0,Fiber optic,No,0,1,0,1,0,Month-to-month,1,Electronic check,84.3,1308.0,2.81
7868-BGSZA,0,1,0,1,0,43,1,1,DSL,Yes,0,1,0,1,1,One year,1,Electronic check,80.2,3581.0,2.6733333333333333
7868-TMWMZ,0,0,1,1,0,60,1,0,Fiber optic,Yes,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.0,6668.0,3.6666666666666665
7869-ZYDST,0,1,0,1,0,31,1,1,DSL,No,0,0,0,1,0,Month-to-month,1,Credit card (automatic),59.05,1882.0,1.9683333333333333
7872-BAAZR,0,0,0,1,1,53,1,0,No,No internet service,0,0,0,0,0,One year,0,Bank transfer (automatic),19.55,1007.0,0.6516666666666667
7872-RDDLZ,0,0,1,0,0,67,1,1,DSL,No,1,0,0,0,0,Month-to-month,0,Electronic check,54.9,3725.0,1.8299999999999998
7873-CVMAW,0,1,0,0,0,72,1,1,DSL,Yes,1,1,1,1,1,Two year,0,Credit card (automatic),88.55,6362.0,2.9516666666666667
7874-ECPQJ,0,0,0,0,1,4,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.05,85.0,0.6683333333333333
7876-AEHIG,0,0,0,0,1,51,0,0,DSL,Yes,0,1,1,1,1,One year,0,Bank transfer (automatic),60.15,3077.0,2.005
7876-BEUTG,0,0,0,0,0,15,1,1,DSL,No,0,0,0,0,0,Month-to-month,1,Mailed check,48.8,720.0,1.6266666666666665
7876-DNYAP,0,0,0,1,1,69,1,0,No,No internet service,0,0,0,0,0,Two year,0,Credit card (automatic),19.8,1436.0,0.66
7878-JGDKK,0,1,0,0,0,4,1,0,DSL,No,0,0,0,0,0,Month-to-month,0,Mailed check,44.55,220.0,1.4849999999999999
7878-RTCZG,0,0,0,0,0,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,19.9,19.0,0.6633333333333333
7879-CGSFV,0,1,0,0,0,55,1,0,Fiber optic,Yes,1,0,0,1,1,One year,1,Mailed check,100.9,5552.0,3.3633333333333337
7880-XSOJX,0,1,0,0,0,4,0,0,DSL,Yes,1,0,1,0,0,Month-to-month,0,Mailed check,42.4,146.0,1.4133333333333333
7881-EVUAD,1,0,0,0,0,2,0,0,DSL,Yes,1,0,0,0,1,Month-to-month,1,Electronic check,42.6,72.0,1.4200000000000002
7881-INRLC,1,1,0,0,0,45,1,1,Fiber optic,No,1,0,0,1,1,Month-to-month,1,Credit card (automatic),100.85,4740.0,3.3616666666666664
7883-ROJOC,0,0,0,1,0,19,1,0,DSL,No,0,0,0,0,0,Month-to-month,0,Mailed check,44.9,839.0,1.4966666666666666
7890-VYYWG,1,1,1,1,0,3,0,0,DSL,No,0,0,0,1,0,Month-to-month,1,Mailed check,36.45,93.0,1.215
7892-POOKP,1,0,0,1,0,28,1,1,Fiber optic,No,0,1,1,1,1,Month-to-month,1,Electronic check,104.8,3046.0,3.493333333333333
7892-QVYKW,0,0,0,1,1,23,1,1,Fiber optic,No,0,0,0,0,1,Month-to-month,0,Electronic check,85.6,1868.0,2.853333333333333
7893-IXHRQ,1,1,0,0,0,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Electronic check,20.55,20.0,0.685
7895-VONWT,0,0,0,0,0,25,0,0,DSL,No,0,1,0,1,1,Month-to-month,1,Electronic check,48.25,1293.0,1.6083333333333334
7898-PDWQE,0,1,0,1,0,71,1,1,DSL,Yes,1,1,1,0,1,Two year,0,Credit card (automatic),80.4,5727.0,2.68
7901-HXJVA,0,1,0,0,0,14,1,0,Fiber optic,No,0,1,0,0,0,Month-to-month,0,Electronic check,76.45,1117.0,2.5483333333333333
7901-IIDQV,0,1,0,0,0,24,1,1,DSL,No,0,0,1,0,0,One year,0,Bank transfer (automatic),54.6,1242.0,1.82
7901-TBKJX,0,1,1,0,0,56,1,1,Fiber optic,No,0,1,0,1,1,Month-to-month,1,Electronic check,101.05,5594.0,3.368333333333333
7903-CMPEY,1,1,1,1,0,1,1,1,Fiber optic,Yes,0,0,0,0,0,Month-to-month,1,Electronic check,80.3,80.0,2.6766666666666667
7905-NJMXS,0,1,1,1,0,7,1,1,DSL,Yes,1,0,1,0,0,Month-to-month,0,Electronic check,64.2,475.0,2.14
7905-TVXTA,0,0,0,0,0,5,1,0,DSL,Yes,0,0,1,1,0,Month-to-month,1,Electronic check,64.35,352.0,2.145
7908-QCBCA,1,0,0,1,0,1,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Mailed check,69.4,69.0,2.3133333333333335
7909-FIOIY,0,0,0,1,1,19,0,0,DSL,No,0,0,0,0,0,Month-to-month,1,Mailed check,24.85,434.0,0.8283333333333334
7912-SYRQT,1,0,0,0,0,7,1,1,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.1,552.0,2.503333333333333
7916-VCCPB,0,0,0,1,1,16,1,0,Fiber optic,No,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),73.25,1195.0,2.441666666666667
7919-ZODZZ,0,0,0,1,1,10,1,0,DSL,No,1,1,0,0,1,One year,1,Mailed check,65.9,660.0,2.1966666666666668
7921-BEPCI,0,0,0,0,0,72,1,1,DSL,Yes,1,0,0,0,0,Two year,0,Bank transfer (automatic),59.75,4265.0,1.9916666666666667
7921-LMDFQ,0,1,1,0,0,51,1,0,Fiber optic,No,0,1,0,1,1,One year,1,Bank transfer (automatic),94.0,4905.0,3.1333333333333333
7923-IYJWY,0,1,1,0,0,67,1,1,Fiber optic,Yes,1,1,1,1,1,Two year,1,Credit card (automatic),116.1,7839.0,3.8699999999999997
7924-GJZFI,0,0,1,1,0,25,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,69.3,1813.0,2.31
7925-PNRGI,0,0,0,1,1,45,1,1,DSL,Yes,1,1,1,1,0,Month-to-month,0,Mailed check,81.3,3541.0,2.71
7926-IJOOU,0,1,0,0,0,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.3,19.0,0.6433333333333333
7927-AUXBZ,1,0,0,0,0,30,1,0,Fiber optic,No,0,0,1,1,0,Month-to-month,0,Electronic check,85.15,2555.0,2.8383333333333334
7928-VJYAB,0,1,0,1,1,11,1,0,Fiber optic,No,0,0,0,1,1,Month-to-month,0,Electronic check,90.6,1020.0,3.02
7929-DMBCV,0,0,0,1,0,20,1,0,Fiber optic,No,0,1,1,0,0,Month-to-month,1,Mailed check,81.0,1683.0,2.7
7929-SKFGK,0,1,0,1,0,70,1,1,Fiber optic,Yes,1,1,1,1,1,Two year,0,Credit card (automatic),114.3,8244.0,3.81
7931-PXHFC,1,1,0,0,0,38,1,0,DSL,No,0,1,1,0,1,One year,1,Mailed check,62.3,2354.0,2.0766666666666667
7932-WPTDS,1,0,1,1,0,1,0,0,DSL,No,0,0,0,0,0,Month-to-month,1,Electronic check,24.8,24.0,0.8266666666666667
7938-OUHIO,1,1,0,0,0,3,1,0,Fiber optic,No,0,1,1,1,1,Month-to-month,1,Electronic check,98.7,293.0,3.29
7940-UQQUG,0,0,0,1,1,64,1,1,Fiber optic,Yes,0,0,1,1,1,One year,1,Bank transfer (automatic),104.4,6721.0,3.48
7941-RCJOW,0,1,0,0,0,65,1,0,No,No internet service,0,0,0,0,0,Two year,1,Credit card (automatic),19.55,1218.0,0.6516666666666667
7943-RQCHR,1,0,0,0,0,9,1,1,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,94.75,889.0,3.158333333333333
7945-HLKEA,0,0,0,0,0,60,1,1,DSL,Yes,0,1,1,0,0,One year,0,Electronic check,64.75,4039.0,2.158333333333333
7945-PRBVF,0,1,0,0,0,35,1,0,No,No internet service,0,0,0,0,0,Two year,0,Bank transfer (automatic),21.45,705.0,0.715
7950-XWOVN,0,1,0,0,0,11,0,0,DSL,No,1,1,0,0,0,Month-to-month,0,Mailed check,34.7,383.0,1.1566666666666667
7951-QKZPL,1,0,0,1,1,33,1,1,No,No internet service,0,0,0,0,0,Two year,1,Mailed check,24.5,740.0,0.8166666666666667
7951-VRDVK,0,0,0,0,0,36,1,0,DSL,Yes,1,1,1,1,1,One year,0,Bank transfer (automatic),85.85,3003.0,2.8616666666666664
7952-OBOYL,0,1,0,0,0,3,1,0,Fiber optic,No,0,1,1,1,0,Month-to-month,1,Mailed check,89.85,244.0,2.9949999999999997
7954-MLBUN,0,1,0,0,0,31,1,0,Fiber optic,No,0,1,1,1,1,Two year,0,Bank transfer (automatic),99.45,3109.0,3.315
7956-XQWGU,0,1,0,0,0,27,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Credit card (automatic),19.4,460.0,0.6466666666666666
7957-RYHQD,1,0,1,0,0,40,1,0,Fiber optic,Yes,1,0,0,0,0,Month-to-month,1,Credit card (automatic),79.2,3233.0,2.64
7963-GQRMY,1,0,0,1,1,3,1,0,DSL,No,0,0,0,0,0,Month-to-month,0,Mailed check,44.3,134.0,1.4766666666666666
7963-SHNDT,0,0,0,0,0,52,0,0,DSL,Yes,1,0,1,0,0,Two year,0,Mailed check,39.1,1982.0,1.3033333333333335
7964-VEXDG,0,1,0,0,1,21,1,1,Fiber optic,Yes,0,0,0,0,0,Month-to-month,0,Electronic check,80.35,1747.0,2.6783333333333332
7964-YESJC,0,0,0,1,0,24,1,1,DSL,Yes,1,1,0,0,0,Month-to-month,0,Mailed check,66.3,1559.0,2.21
7964-ZRKKG,0,1,0,1,0,67,1,1,Fiber optic,No,1,0,0,1,0,One year,1,Bank transfer (automatic),88.4,5798.0,2.9466666666666668
7966-YOTQW,0,1,0,0,0,10,1,1,DSL,Yes,0,0,0,0,0,Month-to-month,1,Credit card (automatic),54.5,568.0,1.8166666666666667
7967-HYCDE,0,1,0,0,0,8,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),70.7,553.0,2.356666666666667
7968-BCBQB,0,0,0,0,0,3,1,1,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),74.4,215.0,2.48
7968-QUXNS,0,1,0,0,0,6,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,18.95,110.0,0.6316666666666666
7969-AULMZ,1,0,0,0,0,21,1,1,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,97.35,2119.0,3.2449999999999997
7969-FFOWG,0,1,0,1,1,65,1,0,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,19.9,1292.0,0.6633333333333333
7971-HLVXI,0,1,0,1,1,72,1,1,Fiber optic,No,0,0,0,0,1,Two year,1,Credit card (automatic),84.5,6130.0,2.816666666666667
7973-DZRKH,0,0,0,0,1,66,1,1,Fiber optic,Yes,0,1,1,0,0,Two year,1,Credit card (automatic),90.95,5930.0,3.0316666666666667
7975-JMZNT,0,1,0,1,0,66,1,1,DSL,Yes,1,1,1,1,1,Two year,0,Bank transfer (automatic),91.7,6075.0,3.0566666666666666
7975-TZMLR,0,1,0,0,0,47,1,1,Fiber optic,No,1,1,0,1,1,One year,1,Electronic check,103.1,4889.0,3.4366666666666665
7976-CICYS,0,1,0,0,0,4,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.7,83.0,0.69
7977-HXJKU,0,1,0,0,1,21,1,0,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,19.6,397.0,0.6533333333333334
7978-DKUQH,0,0,0,1,0,25,1,0,Fiber optic,No,0,1,0,0,0,Month-to-month,1,Electronic check,74.6,1797.0,2.4866666666666664
7979-CORPM,1,1,0,0,0,24,1,1,Fiber optic,No,1,0,0,1,0,Month-to-month,1,Credit card (automatic),90.55,2282.0,3.018333333333333
7979-YHUFG,0,1,0,0,0,8,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Mailed check,70.1,551.0,2.3366666666666664
7980-MHFLQ,0,0,0,1,1,72,1,1,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,24.9,1859.0,0.83
7982-VCELR,0,0,0,0,0,36,1,0,Fiber optic,No,1,0,0,1,1,Month-to-month,1,Credit card (automatic),94.8,3565.0,3.1599999999999997
7989-AWGEH,0,1,0,1,1,49,0,0,DSL,Yes,0,0,0,0,1,Month-to-month,1,Electronic check,39.2,1838.0,1.3066666666666669
7989-CHGTL,1,1,0,0,0,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Mailed check,19.6,19.0,0.6533333333333334
7989-VCQOH,0,1,0,1,1,18,1,0,DSL,Yes,0,1,1,1,1,Month-to-month,0,Electronic check,83.25,1611.0,2.775
7993-NQLJE,0,1,0,1,1,15,1,0,Fiber optic,Yes,0,0,0,0,0,Month-to-month,0,Mailed check,75.1,1151.0,2.503333333333333
7993-PYKOF,1,1,0,1,0,8,1,0,Fiber optic,Yes,0,0,0,0,0,Month-to-month,0,Electronic check,75.0,632.0,2.5
7994-UYIVZ,0,1,0,1,0,8,1,1,Fiber optic,No,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),85.65,659.0,2.855
7994-XIRTR,0,1,1,0,0,54,1,0,DSL,No,0,1,1,0,1,One year,0,Bank transfer (automatic),65.25,3529.0,2.175
7995-ZHHNZ,0,1,0,1,0,42,1,1,DSL,Yes,0,0,0,0,0,One year,0,Credit card (automatic),56.1,2386.0,1.87
7996-BPXHY,0,0,0,1,1,13,1,1,No,No internet service,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.0,332.0,0.8333333333333334
7996-MHXLW,0,0,0,0,0,66,1,1,No,No internet service,0,0,0,0,0,Two year,1,Credit card (automatic),25.15,1683.0,0.8383333333333333
7997-EASSD,0,0,0,1,0,63,1,1,Fiber optic,No,0,0,1,0,0,One year,1,Credit card (automatic),81.2,4965.0,2.7066666666666666
7998-WNZEM,0,1,0,0,0,71,1,1,DSL,Yes,1,1,1,0,1,Two year,0,Bank transfer (automatic),80.6,5708.0,2.6866666666666665
7998-ZLXWN,0,0,0,1,0,15,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.45,330.0,0.6816666666666666
8000-REIQB,1,0,1,0,0,1,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,69.95,69.0,2.3316666666666666
8003-EWNDZ,0,0,0,0,0,10,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Electronic check,21.2,222.0,0.7066666666666667
8006-PYCSW,0,0,0,0,0,2,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,20.1,39.0,0.67
8007-YYPWD,0,0,0,0,0,15,1,1,No,No internet service,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.05,369.0,0.8350000000000001
8008-ESFLK,0,0,0,1,0,53,1,0,Fiber optic,Yes,1,1,1,1,1,One year,0,Electronic check,110.5,5835.0,3.683333333333333
8008-HAWED,1,1,0,0,0,14,0,0,DSL,No,0,1,0,1,1,Month-to-month,1,Electronic check,50.75,712.0,1.6916666666666667
8008-OTEZX,0,0,0,1,1,35,1,0,No,No internet service,0,0,0,0,0,One year,0,Mailed check,19.65,708.0,0.6549999999999999
8010-EZLOU,1,1,1,0,0,15,1,1,Fiber optic,No,1,0,0,0,0,Month-to-month,1,Electronic check,80.2,1217.0,2.6733333333333333
8012-SOUDQ,0,0,1,0,0,43,1,1,Fiber optic,No,1,0,0,1,0,Month-to-month,1,Electronic check,90.25,3838.0,3.0083333333333333
8015-IHCGW,0,0,0,1,1,72,1,1,Fiber optic,Yes,1,1,1,1,1,Two year,1,Electronic check,115.5,8425.0,3.85
8016-NCFVO,0,1,1,0,0,55,1,1,Fiber optic,Yes,1,1,1,1,1,Month-to-month,1,Electronic check,116.5,6382.0,3.8833333333333333
8016-ZMGMO,0,0,1,1,0,66,1,1,DSL,No,1,1,0,1,0,One year,1,Bank transfer (automatic),70.85,4738.0,2.3616666666666664
